id,image_id,category_id,iscrowd,area,bbox0,bbox1,bbox2,bbox3,seg0,seg1,seg2,seg3,seg4,seg5,seg6,seg7
4849,2463,2,0,39952,1061,341,176,227,1061,341,1061,568,1237,568,1237,341
4850,2464,2,0,1961,841,339,37,53,841,339,841,392,878,392,878,339
4851,2464,2,0,12288,999,327,128,96,999,327,999,423,1127,423,1127,327
4852,2464,2,0,6048,906,320,72,84,906,320,906,404,978,404,978,320
4853,2465,2,0,4134,877,328,53,78,877,328,877,406,930,406,930,328
4854,2465,2,0,7760,985,329,80,97,985,329,985,426,1065,426,1065,329
4855,2465,4,0,6705,992,282,45,149,992,282,992,431,1037,431,1037,282
4856,2465,2,0,21042,1109,325,167,126,1109,325,1109,451,1276,451,1276,325
4857,2466,4,0,14768,1119,262,71,208,1119,262,1119,470,1190,470,1190,262
4858,2466,2,0,22785,1089,323,147,155,1089,323,1089,478,1236,478,1236,323
4859,2466,2,0,8888,928,330,88,101,928,330,928,431,1016,431,1016,330
4860,2467,2,0,19328,1007,321,128,151,1007,321,1007,472,1135,472,1135,321
4861,2468,1,0,2303,681,297,47,49,681,297,681,346,728,346,728,297
4862,2469,2,0,40120,874,334,170,236,874,334,874,570,1044,570,1044,334
4863,2469,4,0,32802,882,270,142,231,882,270,882,501,1024,501,1024,270
4864,2469,1,0,7728,545,323,92,84,545,323,545,407,637,407,637,323
4865,2469,4,0,8448,482,319,66,128,482,319,482,447,548,447,548,319
4866,2469,2,0,8988,1047,347,84,107,1047,347,1047,454,1131,454,1131,347
4867,2469,4,0,6552,1073,321,52,126,1073,321,1073,447,1125,447,1125,321
4868,2469,2,0,9963,477,383,81,123,477,383,477,506,558,506,558,383
4869,2470,1,0,2068,553,323,44,47,553,323,553,370,597,370,597,323
4870,2470,1,0,1638,619,329,42,39,619,329,619,368,661,368,661,329
4871,2470,1,0,171010,1,220,349,490,1,220,1,710,350,710,350,220
4872,2470,2,0,693,696,339,21,33,696,339,696,372,717,372,717,339
4873,2470,2,0,6272,796,338,64,98,796,338,796,436,860,436,860,338
4874,2471,2,0,720,716,338,20,36,716,338,716,374,736,374,736,338
4875,2471,1,0,1444,629,326,38,38,629,326,629,364,667,364,667,326
4876,2471,2,0,2208,585,340,48,46,585,340,585,386,633,386,633,340
4877,2471,2,0,11398,879,336,82,139,879,336,879,475,961,475,961,336
4878,2471,1,0,2408,554,313,43,56,554,313,554,369,597,369,597,313
4879,2472,2,0,1696,856,320,32,53,856,320,856,373,888,373,888,320
4880,2472,2,0,1260,643,327,28,45,643,327,643,372,671,372,671,327
4881,2473,2,0,684,789,333,19,36,789,333,789,369,808,369,808,333
4882,2473,2,0,989,521,366,23,43,521,366,521,409,544,409,544,366
4883,2473,4,0,29304,1065,262,132,222,1065,262,1065,484,1197,484,1197,262
4884,2473,1,0,5329,591,305,73,73,591,305,591,378,664,378,664,305
4885,2473,2,0,38190,1058,330,190,201,1058,330,1058,531,1248,531,1248,330
4886,2473,2,0,1736,483,352,31,56,483,352,483,408,514,408,514,352
4887,2473,2,0,2080,846,326,40,52,846,326,846,378,886,378,886,326
4888,2473,2,0,2832,681,325,48,59,681,325,681,384,729,384,729,325
4889,2474,1,0,29502,882,278,198,149,882,278,882,427,1080,427,1080,278
4890,2474,1,0,2668,755,313,58,46,755,313,755,359,813,359,813,313
4891,2475,1,0,3976,776,306,71,56,776,306,776,362,847,362,847,306
4892,2475,1,0,500,706,319,25,20,706,319,706,339,731,339,731,319
4893,2475,1,0,82236,972,230,308,267,972,230,972,497,1280,497,1280,230
4894,2476,1,0,6300,812,312,90,70,812,312,812,382,902,382,902,312
4895,2477,1,0,20538,859,277,163,126,859,277,859,403,1022,403,1022,277
4896,2478,1,0,79236,994,225,284,279,994,225,994,504,1278,504,1278,225
4897,2479,2,0,1683,878,335,33,51,878,335,878,386,911,386,911,335
4898,2479,2,0,1296,502,368,27,48,502,368,502,416,529,416,529,368
4899,2479,1,0,6084,591,306,78,78,591,306,591,384,669,384,669,306
4900,2479,2,0,1196,805,336,26,46,805,336,805,382,831,382,831,336
4901,2479,2,0,2907,681,326,51,57,681,326,681,383,732,383,732,326
4902,2479,2,0,2320,460,363,40,58,460,363,460,421,500,421,500,363
4903,2480,2,0,3402,892,317,42,81,892,317,892,398,934,398,934,317
4904,2480,2,0,2812,836,323,37,76,836,323,836,399,873,399,873,323
4905,2480,2,0,1836,700,329,34,54,700,329,700,383,734,383,734,329
4906,2480,1,0,6636,579,305,79,84,579,305,579,389,658,389,658,305
4907,2480,2,0,3431,429,362,47,73,429,362,429,435,476,435,476,362
4908,2480,2,0,3525,471,362,47,75,471,362,471,437,518,437,518,362
4909,2481,2,0,4080,917,327,48,85,917,327,917,412,965,412,965,327
4910,2481,1,0,8811,569,302,89,99,569,302,569,401,658,401,658,302
4911,2481,2,0,2091,697,333,41,51,697,333,697,384,738,384,738,333
4912,2481,2,0,3796,864,342,52,73,864,342,864,415,916,415,916,342
4913,2481,2,0,962,757,329,26,37,757,329,757,366,783,366,783,329
4914,2481,4,0,6016,436,323,47,128,436,323,436,451,483,451,483,323
4915,2481,2,0,4590,384,369,51,90,384,369,384,459,435,459,435,369
4916,2481,2,0,4312,428,383,56,77,428,383,428,460,484,460,484,383
4917,2482,4,0,6540,722,288,60,109,722,288,722,397,782,397,782,288
4918,2483,4,0,4841,694,305,47,103,694,305,694,408,741,408,741,305
4919,2484,1,0,8008,706,319,91,88,706,319,706,407,797,407,797,319
4920,2484,1,0,2288,817,327,52,44,817,327,817,371,869,371,869,327
4921,2484,2,0,5251,957,331,89,59,957,331,957,390,1046,390,1046,331
4922,2484,2,0,3108,681,360,42,74,681,360,681,434,723,434,723,360
4923,2484,2,0,7644,618,385,78,98,618,385,618,483,696,483,696,385
4924,2484,3,0,13843,1153,318,127,109,1153,318,1153,427,1280,427,1280,318
4925,2485,2,0,2200,691,336,44,50,691,336,691,386,735,386,735,336
4926,2485,4,0,9039,935,304,69,131,935,304,935,435,1004,435,1004,304
4927,2485,2,0,10179,930,348,87,117,930,348,930,465,1017,465,1017,348
4928,2485,1,0,11236,544,304,106,106,544,304,544,410,650,410,650,304
4929,2485,2,0,10500,323,379,100,105,323,379,323,484,423,484,423,379
4930,2485,4,0,10920,360,321,70,156,360,321,360,477,430,477,430,321
4931,2486,1,0,1702,808,311,46,37,808,311,808,348,854,348,854,311
4932,2486,4,0,5985,657,300,45,133,657,300,657,433,702,433,702,300
4933,2487,4,0,5500,632,313,44,125,632,313,632,438,676,438,676,313
4934,2487,1,0,1155,823,311,35,33,823,311,823,344,858,344,858,311
4935,2488,1,0,1680,825,307,48,35,825,307,825,342,873,342,873,307
4936,2488,4,0,12210,561,296,74,165,561,296,561,461,635,461,635,296
4937,2489,4,0,13860,501,300,77,180,501,300,501,480,578,480,578,300
4938,2489,1,0,1596,832,305,42,38,832,305,832,343,874,343,874,305
4939,2490,1,0,1230,839,308,41,30,839,308,839,338,880,338,880,308
4940,2490,4,0,20651,417,314,107,193,417,314,417,507,524,507,524,314
4941,2491,1,0,1134,847,317,42,27,847,317,847,344,889,344,889,317
4942,2491,4,0,32258,284,302,127,254,284,302,284,556,411,556,411,302
4943,2492,4,0,42744,86,307,137,312,86,307,86,619,223,619,223,307
4944,2493,4,0,38760,1098,271,152,255,1098,271,1098,526,1250,526,1250,271
4945,2493,2,0,1305,755,331,29,45,755,331,755,376,784,376,784,331
4946,2493,2,0,7998,979,330,62,129,979,330,979,459,1041,459,1041,330
4947,2493,2,0,2438,670,342,46,53,670,342,670,395,716,395,716,342
4948,2493,2,0,43120,1104,353,176,245,1104,353,1104,598,1280,598,1280,353
4949,2493,4,0,8710,985,295,65,134,985,295,985,429,1050,429,1050,295
4950,2493,4,0,18616,248,332,104,179,248,332,248,511,352,511,352,332
4951,2493,2,0,11760,228,413,98,120,228,413,228,533,326,533,326,413
4952,2493,1,0,15624,507,298,124,126,507,298,507,424,631,424,631,298
4953,2494,2,0,945,762,336,21,45,762,336,762,381,783,381,783,336
4954,2494,2,0,4225,640,341,65,65,640,341,640,406,705,406,705,341
4955,2494,2,0,12927,1027,334,93,139,1027,334,1027,473,1120,473,1120,334
4956,2494,4,0,6987,1041,287,51,137,1041,287,1041,424,1092,424,1092,287
4957,2494,1,0,21726,468,294,142,153,468,294,468,447,610,447,610,294
4958,2494,2,0,31320,63,393,145,216,63,393,63,609,208,609,208,393
4959,2495,1,0,2401,685,321,49,49,685,321,685,370,734,370,734,321
4960,2495,4,0,37632,992,239,147,256,992,239,992,495,1139,495,1139,239
4961,2495,2,0,40906,1006,369,181,226,1006,369,1006,595,1187,595,1187,369
4962,2495,1,0,18176,813,249,128,142,813,249,813,391,941,391,941,249
4963,2496,2,0,28968,885,326,142,204,885,326,885,530,1027,530,1027,326
4964,2496,1,0,2115,681,324,47,45,681,324,681,369,728,369,728,324
4965,2496,1,0,36200,838,216,200,181,838,216,838,397,1038,397,1038,216
4966,2496,4,0,20352,890,257,106,192,890,257,890,449,996,449,996,257
4967,2497,1,0,121204,894,129,386,314,894,129,894,443,1280,443,1280,129
4968,2497,1,0,1620,682,316,45,36,682,316,682,352,727,352,727,316
4969,2497,4,0,9699,838,265,53,183,838,265,838,448,891,448,891,265
4970,2497,2,0,19140,814,326,116,165,814,326,814,491,930,491,930,326
4971,2498,2,0,11696,857,330,86,136,857,330,857,466,943,466,943,330
4972,2498,1,0,70965,269,261,285,249,269,261,269,510,554,510,554,261
4973,2498,4,0,5474,868,284,46,119,868,284,868,403,914,403,914,284
4974,2499,1,0,5440,604,323,80,68,604,323,604,391,684,391,684,323
4975,2500,1,0,5508,610,321,81,68,610,321,610,389,691,389,691,321
4976,2501,1,0,6248,621,324,88,71,621,324,621,395,709,395,709,324
4977,2502,1,0,5984,623,324,88,68,623,324,623,392,711,392,711,324
4978,2503,1,0,5460,643,322,84,65,643,322,643,387,727,387,727,322
4979,2504,1,0,5780,648,320,85,68,648,320,648,388,733,388,733,320
4980,2505,1,0,235708,5,170,487,484,5,170,5,654,492,654,492,170
4981,2505,2,0,2376,510,345,36,66,510,345,510,411,546,411,546,345
4982,2505,1,0,3212,695,323,73,44,695,323,695,367,768,367,768,323
4983,2506,1,0,6468,595,322,84,77,595,322,595,399,679,399,679,322
4984,2507,1,0,7520,589,318,94,80,589,318,589,398,683,398,683,318
4985,2508,1,0,7031,596,316,89,79,596,316,596,395,685,395,685,316
4986,2508,1,0,1536,705,312,48,32,705,312,705,344,753,344,753,312
4987,2509,2,0,2244,846,327,34,66,846,327,846,393,880,393,880,327
4988,2509,1,0,2200,711,319,50,44,711,319,711,363,761,363,761,319
4989,2509,1,0,7209,598,329,89,81,598,329,598,410,687,410,687,329
4990,2510,1,0,7426,636,322,94,79,636,322,636,401,730,401,730,322
4991,2510,1,0,10670,790,292,110,97,790,292,790,389,900,389,900,292
4992,2511,1,0,8200,647,319,100,82,647,319,647,401,747,401,747,319
4993,2511,1,0,27115,836,273,187,145,836,273,836,418,1023,418,1023,273
4994,2512,1,0,7917,663,312,91,87,663,312,663,399,754,399,754,312
4995,2512,1,0,118374,953,210,327,362,953,210,953,572,1280,572,1280,210
4996,2513,1,0,7134,661,319,87,82,661,319,661,401,748,401,748,319
4997,2514,2,0,2146,598,339,37,58,598,339,598,397,635,397,635,339
4998,2514,1,0,8178,695,316,94,87,695,316,695,403,789,403,789,316
4999,2514,2,0,7797,628,373,69,113,628,373,628,486,697,486,697,373
5000,2514,4,0,7884,640,285,54,146,640,285,640,431,694,431,694,285
5001,2514,1,0,3360,820,320,56,60,820,320,820,380,876,380,876,320
5002,2514,2,0,7524,956,326,99,76,956,326,956,402,1055,402,1055,326
5003,2514,4,0,2945,936,309,31,95,936,309,936,404,967,404,967,309
5004,2514,3,0,11776,1188,311,92,128,1188,311,1188,439,1280,439,1280,311
5005,2515,1,0,7380,660,314,90,82,660,314,660,396,750,396,750,314
5006,2516,1,0,7315,652,314,95,77,652,314,652,391,747,391,747,314
5007,2517,1,0,6825,645,315,91,75,645,315,645,390,736,390,736,315
5008,2517,1,0,1672,751,312,44,38,751,312,751,350,795,350,795,312
5009,2518,1,0,5727,645,326,83,69,645,326,645,395,728,395,728,326
5010,2518,1,0,3294,754,306,61,54,754,306,754,360,815,360,815,306
5011,2519,1,0,6552,632,318,91,72,632,318,632,390,723,390,723,318
5012,2519,1,0,4352,759,290,68,64,759,290,759,354,827,354,827,290
5013,2520,1,0,5976,640,318,83,72,640,318,640,390,723,390,723,318
5014,2520,1,0,5888,787,278,64,92,787,278,787,370,851,370,851,278
5015,2521,1,0,6364,632,315,86,74,632,315,632,389,718,389,718,315
5016,2521,1,0,13552,791,263,121,112,791,263,791,375,912,375,912,263
5017,2522,1,0,6688,635,318,88,76,635,318,635,394,723,394,723,318
5018,2522,1,0,26425,826,259,175,151,826,259,826,410,1001,410,1001,259
5019,2523,1,0,6248,634,317,88,71,634,317,634,388,722,388,722,317
5020,2523,1,0,73038,886,236,329,222,886,236,886,458,1215,458,1215,236
5021,2524,1,0,6624,632,316,92,72,632,316,632,388,724,388,724,316
5022,2525,1,0,4080,675,320,68,60,675,320,675,380,743,380,743,320
5023,2525,2,0,4872,624,318,58,84,624,318,624,402,682,402,682,318
5024,2525,2,0,5700,467,338,50,114,467,338,467,452,517,452,517,338
5025,2525,2,0,11781,214,377,77,153,214,377,214,530,291,530,291,377
5026,2525,4,0,12600,179,322,60,210,179,322,179,532,239,532,239,322
5027,2525,2,0,5280,895,320,60,88,895,320,895,408,955,408,955,320
5028,2525,1,0,2346,727,320,69,34,727,320,727,354,796,354,796,320
5029,2526,1,0,7125,633,323,95,75,633,323,633,398,728,398,728,323
5030,2527,1,0,6348,630,319,92,69,630,319,630,388,722,388,722,319
5031,2528,1,0,6992,639,323,92,76,639,323,639,399,731,399,731,323
5032,2529,1,0,6873,650,318,87,79,650,318,650,397,737,397,737,318
5033,2530,1,0,6512,652,313,88,74,652,313,652,387,740,387,740,313
5034,2531,1,0,6716,654,324,92,73,654,324,654,397,746,397,746,324
5035,2532,1,0,6177,658,318,87,71,658,318,658,389,745,389,745,318
5036,2533,1,0,6734,659,314,91,74,659,314,659,388,750,388,750,314
5037,2534,1,0,6424,657,319,88,73,657,319,657,392,745,392,745,319
5038,2535,1,0,6603,655,325,93,71,655,325,655,396,748,396,748,325
5039,2536,2,0,13332,993,320,101,132,993,320,993,452,1094,452,1094,320
5040,2536,4,0,9405,1008,272,57,165,1008,272,1008,437,1065,437,1065,272
5041,2536,1,0,4636,685,319,76,61,685,319,685,380,761,380,761,319
5042,2536,2,0,6592,451,360,64,103,451,360,451,463,515,463,515,360
5043,2537,1,0,6675,656,313,89,75,656,313,656,388,745,388,745,313
5044,2538,1,0,6003,657,322,87,69,657,322,657,391,744,391,744,322
5045,2538,2,0,1260,831,329,30,42,831,329,831,371,861,371,861,329
5046,2539,1,0,6336,655,316,88,72,655,316,655,388,743,388,743,316
5047,2539,2,0,3080,867,314,44,70,867,314,867,384,911,384,911,314
5048,2540,1,0,6512,655,314,88,74,655,314,655,388,743,388,743,314
5049,2540,2,0,4290,933,331,65,66,933,331,933,397,998,397,998,331
5050,2541,1,0,7055,656,315,85,83,656,315,656,398,741,398,741,315
5051,2541,2,0,25116,1086,316,156,161,1086,316,1086,477,1242,477,1242,316
5052,2542,1,0,6300,659,320,84,75,659,320,659,395,743,395,743,320
5053,2543,1,0,6160,655,318,88,70,655,318,655,388,743,388,743,318
5054,2544,1,0,5712,662,328,84,68,662,328,662,396,746,396,746,328
5055,2544,2,0,8484,1060,323,84,101,1060,323,1060,424,1144,424,1144,323
5056,2545,2,0,6156,660,313,81,76,660,313,660,389,741,389,741,313
5057,2546,1,0,5609,663,319,79,71,663,319,663,390,742,390,742,319
5058,2547,2,0,9379,404,358,83,113,404,358,404,471,487,471,487,358
5059,2547,1,0,4810,699,314,74,65,699,314,699,379,773,379,773,314
5060,2548,2,0,3570,867,309,42,85,867,309,867,394,909,394,909,309
5061,2548,1,0,6225,661,309,83,75,661,309,661,384,744,384,744,309
5062,2549,1,0,5208,654,324,84,62,654,324,654,386,738,386,738,324
5063,2550,1,0,5376,647,322,84,64,647,322,647,386,731,386,731,322
5064,2551,1,0,5440,635,325,85,64,635,325,635,389,720,389,720,325
5065,2552,1,0,5700,632,317,76,75,632,317,632,392,708,392,708,317
5066,2553,1,0,5412,624,328,82,66,624,328,624,394,706,394,706,328
5067,2554,1,0,5508,612,323,81,68,612,323,612,391,693,391,693,323
5068,2555,1,0,5346,611,319,81,66,611,319,611,385,692,385,692,319
5069,2556,1,0,5395,611,324,83,65,611,324,611,389,694,389,694,324
5070,2557,1,0,4960,612,322,80,62,612,322,612,384,692,384,692,322
5071,2558,1,0,5624,701,313,76,74,701,313,701,387,777,387,777,313
5072,2558,2,0,3652,630,332,44,83,630,332,630,415,674,415,674,332
5073,2558,2,0,3441,461,355,37,93,461,355,461,448,498,448,498,355
5074,2558,2,0,5830,414,357,55,106,414,357,414,463,469,463,469,357
5075,2558,2,0,15049,335,365,101,149,335,365,335,514,436,514,436,365
5076,2558,2,0,2046,689,334,31,66,689,334,689,400,720,400,720,334
5077,2559,1,0,5082,610,316,77,66,610,316,610,382,687,382,687,316
5078,2560,1,0,5520,610,316,80,69,610,316,610,385,690,385,690,316
5079,2561,1,0,5810,611,322,83,70,611,322,611,392,694,392,694,322
5080,2562,1,0,5658,616,322,82,69,616,322,616,391,698,391,698,322
5081,2563,1,0,5504,619,328,86,64,619,328,619,392,705,392,705,328
5082,2564,1,0,5727,630,325,83,69,630,325,630,394,713,394,713,325
5083,2565,1,0,4320,642,331,72,60,642,331,642,391,714,391,714,331
5084,2566,1,0,4345,652,326,79,55,652,326,652,381,731,381,731,326
5085,2567,1,0,5002,656,317,82,61,656,317,656,378,738,378,738,317
5086,2568,1,0,5074,661,324,86,59,661,324,661,383,747,383,747,324
5087,2569,1,0,5986,696,315,82,73,696,315,696,388,778,388,778,315
5088,2569,2,0,3060,684,322,36,85,684,322,684,407,720,407,720,322
5089,2569,2,0,5335,600,334,55,97,600,334,600,431,655,431,655,334
5090,2569,2,0,5184,424,350,48,108,424,350,424,458,472,458,472,350
5091,2569,2,0,5795,364,363,61,95,364,363,364,458,425,458,425,363
5092,2569,2,0,20826,237,371,117,178,237,371,237,549,354,549,354,371
5093,2570,1,0,4779,670,322,81,59,670,322,670,381,751,381,751,322
5094,2571,1,0,4661,671,327,79,59,671,327,671,386,750,386,750,327
5095,2572,1,0,5200,672,313,80,65,672,313,672,378,752,378,752,313
5096,2573,1,0,4500,686,321,75,60,686,321,686,381,761,381,761,321
5097,2574,1,0,5214,682,315,79,66,682,315,682,381,761,381,761,315
5098,2575,1,0,5002,685,323,82,61,685,323,685,384,767,384,767,323
5099,2575,2,0,1716,856,334,33,52,856,334,856,386,889,386,889,334
5100,2575,2,0,2052,905,327,36,57,905,327,905,384,941,384,941,327
5101,2576,1,0,5166,688,311,82,63,688,311,688,374,770,374,770,311
5102,2576,2,0,6278,917,323,73,86,917,323,917,409,990,409,990,323
5103,2576,2,0,4959,997,320,57,87,997,320,997,407,1054,407,1054,320
5104,2577,1,0,4779,687,321,81,59,687,321,687,380,768,380,768,321
5105,2577,2,0,26296,1106,318,152,173,1106,318,1106,491,1258,491,1258,318
5106,2578,1,0,5146,688,317,83,62,688,317,688,379,771,379,771,317
5107,2579,1,0,5250,691,301,75,70,691,301,691,371,766,371,766,301
5108,2580,1,0,6970,695,316,82,85,695,316,695,401,777,401,777,316
5109,2580,2,0,8000,365,350,64,125,365,350,365,475,429,475,429,350
5110,2580,2,0,2109,862,327,57,37,862,327,862,364,919,364,919,327
5111,2580,2,0,9344,294,370,73,128,294,370,294,498,367,498,367,370
5112,2580,2,0,11211,216,375,101,111,216,375,216,486,317,486,317,375
5113,2580,2,0,35872,67,389,152,236,67,389,67,625,219,625,219,389
5114,2580,2,0,4224,666,315,44,96,666,315,666,411,710,411,710,315
5115,2581,1,0,5248,686,321,82,64,686,321,686,385,768,385,768,321
5116,2581,2,0,3360,940,314,40,84,940,314,940,398,980,398,980,314
5117,2582,1,0,5460,693,306,84,65,693,306,693,371,777,371,777,306
5118,2582,2,0,6527,1034,306,61,107,1034,306,1034,413,1095,413,1095,306
5119,2583,1,0,5355,698,314,85,63,698,314,698,377,783,377,783,314
5120,2584,1,0,4897,702,315,83,59,702,315,702,374,785,374,785,315
5121,2585,1,0,5025,708,315,75,67,708,315,708,382,783,382,783,315
5122,2586,1,0,4692,715,311,69,68,715,311,715,379,784,379,784,311
5123,2587,1,0,4745,711,314,73,65,711,314,711,379,784,379,784,314
5124,2588,1,0,5376,699,324,84,64,699,324,699,388,783,388,783,324
5125,2588,2,0,4386,962,326,51,86,962,326,962,412,1013,412,1013,326
5126,2589,1,0,4662,689,325,74,63,689,325,689,388,763,388,763,325
5127,2589,2,0,23598,1113,282,138,171,1113,282,1113,453,1251,453,1251,282
5128,2590,1,0,3888,681,323,72,54,681,323,681,377,753,377,753,323
5129,2590,2,0,1140,627,343,30,38,627,343,627,381,657,381,657,343
5130,2591,4,0,5876,327,341,52,113,327,341,327,454,379,454,379,341
5131,2591,2,0,21182,181,352,119,178,181,352,181,530,300,530,300,352
5132,2591,1,0,8010,673,319,89,90,673,319,673,409,762,409,762,319
5133,2591,2,0,10098,295,392,102,99,295,392,295,491,397,491,397,392
5134,2591,2,0,12444,543,328,102,122,543,328,543,450,645,450,645,328
5135,2591,2,0,3648,657,330,38,96,657,330,657,426,695,426,695,330
5136,2592,1,0,4960,665,316,80,62,665,316,665,378,745,378,745,316
5137,2592,2,0,2100,607,328,35,60,607,328,607,388,642,388,642,328
5138,2593,1,0,4209,656,319,69,61,656,319,656,380,725,380,725,319
5139,2593,2,0,2408,586,338,43,56,586,338,586,394,629,394,629,338
5140,2594,1,0,3976,643,320,71,56,643,320,643,376,714,376,714,320
5141,2594,2,0,2088,571,346,36,58,571,346,571,404,607,404,607,346
5142,2595,2,0,3819,551,336,57,67,551,336,551,403,608,403,608,336
5143,2595,1,0,4392,641,311,72,61,641,311,641,372,713,372,713,311
5144,2596,2,0,3588,538,356,52,69,538,356,538,425,590,425,590,356
5145,2596,1,0,4818,640,327,73,66,640,327,640,393,713,393,713,327
5146,2597,1,0,4260,623,318,71,60,623,318,623,378,694,378,694,318
5147,2597,2,0,6175,496,345,65,95,496,345,496,440,561,440,561,345
5148,2598,1,0,3696,611,323,66,56,611,323,611,379,677,379,677,323
5149,2598,2,0,7410,453,349,65,114,453,349,453,463,518,463,518,349
5150,2599,1,0,4560,601,314,76,60,601,314,601,374,677,374,677,314
5151,2599,2,0,8946,407,351,71,126,407,351,407,477,478,477,478,351
5152,2600,1,0,3740,606,329,68,55,606,329,606,384,674,384,674,329
5153,2600,2,0,16692,321,381,107,156,321,381,321,537,428,537,428,381
5154,2600,4,0,11560,341,331,85,136,341,331,341,467,426,467,426,331
5155,2601,1,0,4453,608,321,73,61,608,321,608,382,681,382,681,321
5156,2601,4,0,28341,228,341,141,201,228,341,228,542,369,542,369,341
5157,2601,2,0,33945,216,376,155,219,216,376,216,595,371,595,371,376
5158,2602,2,0,33755,9,404,157,215,9,404,9,619,166,619,166,404
5159,2602,1,0,9016,662,316,98,92,662,316,662,408,760,408,760,316
5160,2602,2,0,1040,813,332,26,40,813,332,813,372,839,372,839,332
5161,2602,4,0,26600,62,329,100,266,62,329,62,595,162,595,162,329
5162,2602,2,0,16632,220,403,126,132,220,403,220,535,346,535,346,403
5163,2602,4,0,18180,256,330,101,180,256,330,256,510,357,510,357,330
5164,2602,2,0,11440,521,324,80,143,521,324,521,467,601,467,601,324
5165,2602,2,0,5676,642,309,44,129,642,309,642,438,686,438,686,309
5166,2603,1,0,4275,616,302,75,57,616,302,616,359,691,359,691,302
5167,2604,1,0,3224,629,332,62,52,629,332,629,384,691,384,691,332
5168,2605,1,0,4104,626,323,72,57,626,323,626,380,698,380,698,323
5169,2606,1,0,3050,638,332,61,50,638,332,638,382,699,382,699,332
5170,2607,1,0,5175,651,322,75,69,651,322,651,391,726,391,726,322
5171,2608,1,0,3588,664,324,69,52,664,324,664,376,733,376,733,324
5172,2609,1,0,4070,679,317,74,55,679,317,679,372,753,372,753,317
5173,2610,1,0,4836,682,318,78,62,682,318,682,380,760,380,760,318
5174,2611,1,0,4380,683,315,73,60,683,315,683,375,756,375,756,315
5175,2612,1,0,3550,684,328,71,50,684,328,684,378,755,378,755,328
5176,2613,2,0,861,801,327,21,41,801,327,801,368,822,368,822,327
5177,2613,2,0,1053,819,334,27,39,819,334,819,373,846,373,846,334
5178,2613,2,0,2392,858,325,52,46,858,325,858,371,910,371,910,325
5179,2613,2,0,29359,144,353,157,187,144,353,144,540,301,540,301,353
5180,2613,1,0,13038,643,311,123,106,643,311,643,417,766,417,766,311
5181,2613,2,0,16128,480,331,112,144,480,331,480,475,592,475,592,331
5182,2613,2,0,6272,620,346,64,98,620,346,620,444,684,444,684,346
5183,2613,4,0,6096,634,309,48,127,634,309,634,436,682,436,682,309
5184,2614,1,0,3780,679,329,70,54,679,329,679,383,749,383,749,329
5185,2615,1,0,4350,669,330,75,58,669,330,669,388,744,388,744,330
5186,2616,1,0,3162,668,335,62,51,668,335,668,386,730,386,730,335
5187,2616,2,0,2016,858,329,32,63,858,329,858,392,890,392,890,329
5188,2617,1,0,4200,657,324,75,56,657,324,657,380,732,380,732,324
5189,2617,2,0,4900,929,310,50,98,929,310,929,408,979,408,979,310
5190,2618,1,0,4158,656,327,77,54,656,327,656,381,733,381,733,327
5191,2618,2,0,966,841,329,23,42,841,329,841,371,864,371,864,329
5192,2618,2,0,25432,1123,283,136,187,1123,283,1123,470,1259,470,1259,283
5193,2619,1,0,4745,645,307,73,65,645,307,645,372,718,372,718,307
5194,2619,2,0,2077,875,313,31,67,875,313,875,380,906,380,906,313
5195,2620,2,0,3388,945,310,44,77,945,310,945,387,989,387,989,310
5196,2620,1,0,4672,644,306,73,64,644,306,644,370,717,370,717,306
5197,2621,1,0,4260,646,323,71,60,646,323,646,383,717,383,717,323
5198,2621,2,0,16986,1083,309,114,149,1083,309,1083,458,1197,458,1197,309
5199,2622,1,0,4740,646,321,79,60,646,321,646,381,725,381,725,321
5200,2623,1,0,4455,648,330,81,55,648,330,648,385,729,385,729,330
5201,2623,2,0,2196,858,337,36,61,858,337,858,398,894,398,894,337
5202,2624,1,0,2397,826,325,51,47,826,325,826,372,877,372,877,325
5203,2624,1,0,8217,691,316,99,83,691,316,691,399,790,399,790,316
5204,2624,2,0,1674,595,346,31,54,595,346,595,400,626,400,626,346
5205,2624,2,0,8025,627,380,75,107,627,380,627,487,702,487,702,380
5206,2624,1,0,6175,435,330,95,65,435,330,435,395,530,395,530,330
5207,2624,2,0,7004,974,330,103,68,974,330,974,398,1077,398,1077,330
5208,2625,2,0,946,798,329,22,43,798,329,798,372,820,372,820,329
5209,2625,2,0,1073,824,342,29,37,824,342,824,379,853,379,853,342
5210,2625,4,0,31311,54,335,147,213,54,335,54,548,201,548,201,335
5211,2625,2,0,45933,45,404,251,183,45,404,45,587,296,587,296,404
5212,2625,2,0,9272,602,343,76,122,602,343,602,465,678,465,678,343
5213,2625,1,0,14260,634,308,124,115,634,308,634,423,758,423,758,308
5214,2625,2,0,2496,855,331,64,39,855,331,855,370,919,370,919,331
5215,2625,2,0,13965,452,329,95,147,452,329,452,476,547,476,547,329
5216,2626,1,0,4503,654,321,79,57,654,321,654,378,733,378,733,321
5217,2627,1,0,4455,647,323,81,55,647,323,647,378,728,378,728,323
5218,2628,1,0,4836,657,330,78,62,657,330,657,392,735,392,735,330
5219,2629,1,0,5478,658,325,83,66,658,325,658,391,741,391,741,325
5220,2630,1,0,6532,657,308,92,71,657,308,657,379,749,379,749,308
